"estado";"lei";"desc";"link"
"Distrito Federal";"Decreto Nº 40547 de 20 de março de 2020";"Promove a destinação das instalações e equipamentos do Centro Médico de Polícia Militar do Distrito Federal para o atendimento geral à população durante o período de combate à pandemia causada pelo vírus SARS-CoV-2 (COVID-19), determina a prestação isonômica de serviços médicos na citada unidade, transfere a administração da citada unidade de saúde para a Secretaria de Saúde e requisita os serviços da força de trabalho do IGES, e dá outras providências.";"http://leisestaduais.com.br/df/decreto-n-40547-2020-distrito-federal-promove-a-destinacao-das-instalacoes-e-equipamentos-do-centro-medico-de-policia-militar-do-distrito-federal-para-o-atendimento-geral-a-populacao-durante-o-periodo-de-combate-a-pandemia-causada-pelo-virus-sars-cov-2-covid-19-determina-a-prestacao-isonomica-de-servicos-medicos-na-citada-unidade-transfere-a-administracao-da-citada-unidade-de-saude-para-a-secretaria-de-saude-e-requisita-os-servicos-da-forca-de-trabalho-do-iges-e-da-outras-providencias"
"Acre";"Decreto Nº 5496 de 20 de março de 2020";"Estabelece novas medidas para enfrentamento da emergência de saúde pública decorrente da doença COVID-19, causada pelo coronavírus SARS-CoV-2.";"http://leisestaduais.com.br/ac/decreto-n-5496-2020-acre-estabelece-novas-medidas-para-enfrentamento-da-emergencia-de-saude-publica-decorrente-da-doenca-covid-19-causada-pelo-coronavirus-sars-cov-2"
"Pará";"Lei Ordinária Nº 9032 de 20 de março de 2020";"Fica criado o Fundo Esperança, destinado a dar apoio emergencial aos pequenos e microempreendedores, no âmbito do Estado do Pará.";"http://leisestaduais.com.br/pa/lei-ordinaria-n-9032-2020-para-fica-criado-o-fundo-esperanca-destinado-a-dar-apoio-emergencial-aos-pequenos-e-microempreendedores-no-ambito-do-estado-do-para"
"Pernambuco";"Decreto Nº 48834 de 20 de março de 2020";"Define no âmbito socioeconômico medidas restritivas temporárias adicionais para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus.";"http://leisestaduais.com.br/pe/decreto-n-48834-2020-pernambuco-define-no-ambito-socioeconomico-medidas-restritivas-temporarias-adicionais-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-coronavirus"
"Amazonas";"Decreto Nº 42098 de 20 de março de 2020";"DISPÕE sobre medidas complementares temporárias, para enfrentamento da emergência de saúde pública de importância internacional, decorrente do novo coronavírus.";"http://leisestaduais.com.br/am/decreto-n-42098-2020-amazonas-dispoe-sobre-medidas-complementares-temporarias-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-novo-coronavirus"
"São Paulo";"Decreto Nº 64879 de 20 de março de 2020";"Reconhece o estado de calamidade pública, decorrente da pandemia do COVID-19, que atinge o Estado de São Paulo, e dá providências correlatas.";"http://leisestaduais.com.br/sp/decreto-n-64879-2020-sao-paulo-reconhece-o-estado-de-calamidade-publica-decorrente-da-pandemia-do-covid-19-que-atinge-o-estado-de-sao-paulo-e-da-providencias-correlatas"
"Paraná";"Decreto Nº 4311 de 20 de março de 2020";"Altera o Decreto nº 4.230, de 16 de março de 2020, que dispõe sobre as medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do Coronavírus - COVID-19.";"http://leisestaduais.com.br/pr/decreto-n-4311-2020-parana-altera-o-decreto-no-4-230-de-16-de-marco-de-2020-que-dispoe-sobre-as-medidas-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-coronavirus-covid-19"
"Paraíba";"Decreto Nº 40134 de 20 de março de 2020";"Declara estado de calamidade pública, para os fi ns do art. 65 da Lei Complementar nº 101, de 04 de maio de 2000, em razão da grave crise de saúde pública decorrente da pandemia do Coronavírus";"http://leisestaduais.com.br/pb/decreto-n-40134-2020-paraiba-declara-estado-de-calamidade-publica-para-os-fi-ns-do-art-65-da-lei-complementar-no-101-de-04-de-maio-de-2000-em-razao-da-grave-crise-de-saude-publica-decorrente-da-pandemia-do-coronavirus"
"Paraíba";"Decreto Nº 40135 de 20 de março de 2020";"Dispõe sobre a adoção, no âmbito da Administração Pública direta e indireta, de medidas temporárias e emergenciais de prevenção de contágio pelo COVID-19 (Novo Coronavírus), bem como sobre recomendações aos municípios e ao setor privado estadual.";"http://leisestaduais.com.br/pb/decreto-n-40135-2020-paraiba-dispoe-sobre-a-adocao-no-ambito-da-administracao-publica-direta-e-indireta-de-medidas-temporarias-e-emergenciais-de-prevencao-de-contagio-pelo-covid-19-novo-coronavirus-bem-como-sobre-recomendacoes-aos-municipios-e-ao-setor-privado-estadual"
"Rio de Janeiro";"Decreto Nº 46984 de 20 de março de 2020";"DECRETA ESTADO DE CALAMIDADE PÚBLICA NO ESTADO DO RIO DE JANEIRO EM DECORRÊNCIA DO NOVO CORONAVÍRUS (COVID-19), E DÁ OUTRAS PROVIDÊNCIAS.";"http://leisestaduais.com.br/rj/decreto-n-46984-2020-rio-de-janeiro-decreta-estado-de-calamidade-publica-no-estado-do-rio-de-janeiro-em-decorrencia-do-novo-coronavirus-covid-19-e-da-outras-providencias"
"Distrito Federal";"Decreto Nº 40546 de 20 de março de 2020";"Dispõe sobre o teletrabalho, em caráter excepcional e provisório, para os órgãos da administração pública direta, indireta, autárquica e fundacional do Distrito Federal, a partir de 23 de março de 2020, como medida necessária à continuidade do funcionamento da administração pública distrital, em virtude da atual situação de emergência em saúde pública e pandemia declarada pela Organização Mundial de Saúde (OMS), em decorrência do coronavírus (COVID-19), e dá outras providências.";"http://leisestaduais.com.br/df/decreto-n-40546-2020-distrito-federal-dispoe-sobre-o-teletrabalho-em-carater-excepcional-e-provisorio-para-os-orgaos-da-administracao-publica-direta-indireta-autarquica-e-fundacional-do-distrito-federal-a-partir-de-23-de-marco-de-2020-como-medida-necessaria-a-continuidade-do-funcionamento-da-administracao-publica-distrital-em-virtude-da-atual-situacao-de-emergencia-em-saude-publica-e-pandemia-declarada-pela-organizacao-mundial-de-saude-oms-em-decorrencia-do-coronavirus-covid-19-e-da-outras-providencias"
"Rondônia";"Decreto Nº 24887 de 20 de março de 2020";"Declara Estado de Calamidade Pública em todo o território do Estado de Rondônia, para fins de prevenção e enfrentamento à pandemia causada pelo novo Coronavírus - COVID-19 e revoga o Decreto nº 24.871, de 16 de março de 2020.";"http://leisestaduais.com.br/ro/decreto-n-24887-2020-rondonia-declara-estado-de-calamidade-publica-em-todo-o-territorio-do-estado-de-rondonia-para-fins-de-prevencao-e-enfrentamento-a-pandemia-causada-pelo-novo-coronavirus-covid-19-e-revoga-o-decreto-no-24-871-de-16-de-marco-de-2020"
"Bahia";"Decreto Nº 19553 de 20 de março de 2020";"Dispõe sobre as medidas temporárias complementares para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus e dá outras providências.";"http://leisestaduais.com.br/ba/decreto-n-19553-2020-bahia-dispoe-sobre-as-medidas-temporarias-complementares-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-coronavirus-e-da-outras-providencias"
"Goiás";"Decreto Nº 9638 de 20 de março de 2020";"Altera o Decreto nº 9.633, de 13 de março de 2020, e dá outras providências.";"http://leisestaduais.com.br/go/decreto-n-9638-2020-goias-altera-o-decreto-no-9-633-de-13-de-marco-de-2020-e-da-outras-providencias"
"Alagoas";"Decreto Nº 69541 de 20 de março de 2020";"DECLARA A SITUAÇÃO DE EMERGÊNCIA NO ESTADO DE ALAGOAS E INTENSIFICA AS MEDIDAS PARA ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO COVID - 19 (CORONAVÍRUS) NO ÂMBITO DO ESTADO DE ALAGOAS, E DÁ OUTRAS PROVIDÊNCIAS.";"http://leisestaduais.com.br/al/decreto-n-69541-2020-alagoas-declara-a-situacao-de-emergencia-no-estado-de-alagoas-e-intensifica-as-medidas-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-covid-19-coronavirus-no-ambito-do-estado-de-alagoas-e-da-outras-providencias"
"Mato Grosso do Sul";"Decreto Nº 15397 de 20 de março de 2020";"Dispõe sobre a suspensão dos prazos administrativos, no âmbito da Administração Pública Direta e Indireta do Poder Executivo do Estado de Mato Grosso do Sul, nos termos que especifica.";"http://leisestaduais.com.br/ms/decreto-n-15397-2020-mato-grosso-do-sul-dispoe-sobre-a-suspensao-dos-prazos-administrativos-no-ambito-da-administracao-publica-direta-e-indireta-do-poder-executivo-do-estado-de-mato-grosso-do-sul-nos-termos-que-especifica"
"Minas Gerais";"Decreto Nº 47891 de 20 de março de 2020";"Reconhece o estado de calamidade pública decorrente da pandemia causada pelo agente Coronavírus (COVID-19).";"http://leisestaduais.com.br/mg/decreto-n-47891-2020-minas-gerais-reconhece-o-estado-de-calamidade-publica-decorrente-da-pandemia-causada-pelo-agente-coronavirus-covid-19"
"Mato Grosso";"Decreto Nº 419 de 20 de março de 2020";"Dispõe sobre medidas temporárias restritivas às atividades privadas para prevenção dos riscos de disseminação do Coronavírus (COVID-19).";"http://leisestaduais.com.br/mt/decreto-n-419-2020-mato-grosso-dispoe-sobre-medidas-temporarias-restritivas-as-atividades-privadas-para-prevencao-dos-riscos-de-disseminacao-do-coronavirus-covid-19"
"Santa Catarina";"Decreto Legislativo Nº 18332 de 20 de março de 2020";"Declara estado de calamidade pública em Santa Catarina, para fins do disposto no art. 65 da Lei Complementar nº 101, de 2000.";"http://leisestaduais.com.br/sc/decreto-legislativo-n-18332-2020-santa-catarina-declara-estado-de-calamidade-publica-em-santa-catarina-para-fins-do-disposto-no-art-65-da-lei-complementar-no-101-de-2000"
"São Paulo";"Decreto Nº 64880 de 20 de março de 2020";"Dispõe sobre a adoção, no âmbito das Secretarias da Saúde e da Segurança Pública, de medidas temporárias e emergenciais de prevenção de contágio pelo COVID-19 (Novo Coronavírus).";"http://leisestaduais.com.br/sp/decreto-n-64880-2020-sao-paulo-dispoe-sobre-a-adocao-no-ambito-das-secretarias-da-saude-e-da-seguranca-publica-de-medidas-temporarias-e-emergenciais-de-prevencao-de-contagio-pelo-covid-19-novo-coronavirus"
"Pernambuco";"Decreto Nº 48833 de 20 de março de 2020";"Declara situação anormal, caracterizada como ""Estado de Calamidade Pública"", no âmbito do Estado de Pernambuco, em virtude da emergência de saúde pública de importância internacional decorrente do coronavírus.";"http://leisestaduais.com.br/pe/decreto-n-48833-2020-pernambuco-declara-situacao-anormal-caracterizada-como-estado-de-calamidade-publica-no-ambito-do-estado-de-pernambuco-em-virtude-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-coronavirus"
"Acre";"Decreto Nº 5495 de 20 de março de 2020";"Estabelece as medidas de controle de despesas primárias correntes do Poder Executivo para o exercício de 2020, e dá outras providências.";"http://leisestaduais.com.br/ac/decreto-n-5495-2020-acre-estabelece-as-medidas-de-controle-de-despesas-primarias-correntes-do-poder-executivo-para-o-exercicio-de-2020-e-da-outras-providencias"
"Distrito Federal";"Decreto Nº 40548 de 20 de março de 2020";"Dispõe sobre a suspensão dos serviços de coleta seletiva, triagem de resíduos recicláveis e compostagem no âmbito do Distrito Federal.";"http://leisestaduais.com.br/df/decreto-n-40548-2020-distrito-federal-dispoe-sobre-a-suspensao-dos-servicos-de-coleta-seletiva-triagem-de-residuos-reciclaveis-e-compostagem-no-ambito-do-distrito-federal"
"Rio Grande do Sul";"Decreto Nº 55128 de 19 de março de 2020";"Declara estado de calamidade pública em todo o território do Estado do Rio Grande do Sul para fins de prevenção e de enfrentamento à epidemia causada pelo COVID-19 (novo Coronavírus), e dá outras providências.";"http://leisestaduais.com.br/rs/decreto-n-55128-2020-rio-grande-do-sul-declara-es-tado-de-calam-idade-publica-em-todo-o-territorio-do-es-tado-do-rio-grande-do-sul-para-fins-de-prevencao-e-de-enfrentam-ento-a-epidem-ia-caus-ada-pelo-covid-19-novo-coronavirus-e-da-outras-providencias"
"Maranhão";"Decreto Nº 35672 de 19 de março de 2020";"Declara estado de calamidade pública no Estado do Maranhão em virtude do aumento do número de infecções pelo vírus H1N1, da existência de casos suspeitos de contaminação pela COVID-19 (COBRADE 1.5.1.1.0 - Doença Infecciosa Viral), bem como da ocorrência de Chuvas Intensas (COBRADE 1.3.2.1.4) nos municípios que especifica.";"http://leisestaduais.com.br/ma/decreto-n-35672-2020-maranhao-declara-estado-de-calamidade-publica-no-estado-do-maranhao-em-virtude-do-aumento-do-numero-de-infeccoes-pelo-virus-h1n1-da-existencia-de-casos-suspeitos-de-contaminacao-pela-covid-19-cobrade-1-5-1-1-0-doenca-infecciosa-viral-bem-como-da-ocorrencia-de-chuvas-intensas-cobrade-1-3-2-1-4-nos-municipios-que-especifica"
"Mato Grosso do Sul";"Decreto Nº 15396 de 19 de março de 2020";"Declara, no âmbito do Estado de Mato Grosso do Sul, situação de emergência em razão da pandemia por Doenças Infecciosas Virais - COVID-19 (COBRADE 1.5.1.1.0), amplia as medidas de prevenção a serem adotadas no território sul-mato-grossense, e dá outras providências.";"http://leisestaduais.com.br/ms/decreto-n-15396-2020-mato-grosso-do-sul-declara-no-ambito-do-estado-de-mato-grosso-do-sul-situacao-de-emergencia-em-razao-da-pandemia-por-doencas-infecciosas-virais-covid-19-cobrade-1-5-1-1-0-amplia-as-medidas-de-prevencao-a-serem-adotadas-no-territorio-sul-mato-grossense-e-da-outras-providencias"
"Alagoas";"Decreto Nº 69531 de 19 de março de 2020";"DISPÕE SOBRE A CRIAÇÃO DO COMITÊ DE GERENCIAMENTO DE IMPACTOS ECONÔMICOS DA CRISE DO COVID - 19 (CORONAVÍRUS), E DÁ OUTRAS PROVIDÊNCIAS.";"http://leisestaduais.com.br/al/decreto-n-69531-2020-alagoas-dispoe-sobre-a-criacao-do-comite-de-gerenciamento-de-impactos-economicos-da-crise-do-covid-19-coronavirus-e-da-outras-providencias"
"Amazonas";"Decreto Nº 42087 de 19 de março de 2020";"DISPÕE sobre a suspensão das aulas da rede pública estadual de ensino, em todos os Municípios do Estado do Amazonas, bem como das atividades das academias de ginástica e similares, e do transporte fluvial de passageiros em embarcações, à exceção dos casos de emergência e urgência, na forma que especifica.";"http://leisestaduais.com.br/am/decreto-n-42087-2020-amazonas-dispoe-sobre-a-suspensao-das-aulas-da-rede-publica-estadual-de-ensino-em-todos-os-municipios-do-estado-do-amazonas-bem-como-das-atividades-das-academias-de-ginastica-e-similares-e-do-transporte-fluvial-de-passageiros-em-embarcacoes-a-excecao-dos-casos-de-emergencia-e-urgencia-na-forma-que-especifica"
"Rio Grande do Sul";"Lei Ordinária Nº 15456 de 19 de março de 2020";"Autoriza o Poder Executivo a contratar, em caráter emergencial e por tempo determinado, recursos humanos para a Secretaria da Saúde.";"http://leisestaduais.com.br/rs/lei-ordinaria-n-15456-2020-rio-grande-do-sul-autoriza-o-poder-executivo-a-contratar-em-carater-emergencial-e-por-tempo-determinado-recursos-humanos-para-a-secretaria-da-saude"
"Pernambuco";"Decreto Nº 48832 de 19 de março de 2020";"Define no âmbito socioeconômico medidas restritivas temporárias adicionais para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus.";"http://leisestaduais.com.br/pe/decreto-n-48832-2020-pernambuco-define-no-ambito-socioeconomico-medidas-restritivas-temporarias-adicionais-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-coronavirus"
"Ceará";"Decreto Nº 33519 de 19 de março de 2020";"INTENSIFICA AS MEDIDAS PARA ENFRENTAMENTO DA INFECÇÃO HUMANA PELO NOVO CORONAVÍRUS.";"http://leisestaduais.com.br/ce/decreto-n-33519-2020-ceara-intensifica-as-medidas-para-enfrentamento-da-infeccao-humana-pelo-novo-coronavirus"
"Paraná";"Decreto Nº 4298 de 19 de março de 2020";"Declara situação de emergência em todo o território paranaense, nos termos do COBRADE nº 1.5.1.1.0 - doenças infecciosas virais, para fins de prevenção e enfrentamento à COVID-19..";"http://leisestaduais.com.br/pr/decreto-n-4298-2020-parana-declara-situacao-de-emergencia-em-todo-o-territorio-paranaense-nos-termos-do-cobrade-no-1-5-1-1-0-doencas-infecciosas-virais-para-fins-de-prevencao-e-enfrentamento-a-covid-19"
"Piauí";"Decreto Nº 18901 de 19 de março de 2020";"Determina as medidas excepcionais que especifica, voltadas para o enfrentamento da grave crise de saúde pública decorrente do Covid-19.";"http://leisestaduais.com.br/pi/decreto-n-18901-2020-piaui-determina-as-medidas-excepcionais-que-especifica-voltadas-para-o-enfrentamento-da-grave-crise-de-saude-publica-decorrente-do-covid-19"
"Amapá";"Decreto Nº 1414 de 19 de março de 2020";"Dispõe sobre medidas de restrição de aglomeração de pessoas com a finalidade de reduzir os riscos de transmissão do novo Coronavírus (COVID-19) e adota outras providências.";"http://leisestaduais.com.br/ap/decreto-n-1414-2020-amapa-dispoe-sobre-medidas-de-restricao-de-aglomeracao-de-pessoas-com-a-finalidade-de-reduzir-os-riscos-de-transmissao-do-novo-coronavirus-covid-19-e-adota-outras-providencias"
"Amapá";"Decreto Nº 1413 de 19 de março de 2020";"Declara estado de calamidade pública, para os fins do art.65 da Lei Complementar nº 101, de 4 de maio de 2000, em razão da grave crise de saúde pública decorrente da pandemia da COVID-19 (novo Coronavírus), e suas repercussões nas finanças públicas do Estado do Amapá, e dá outras providências.";"http://leisestaduais.com.br/ap/decreto-n-1413-2020-amapa-declara-estado-de-calamidade-publica-para-os-fins-do-art-65-da-lei-complementar-no-101-de-4-de-maio-de-2000-em-razao-da-grave-crise-de-saude-publica-decorrente-da-pandemia-da-covid-19-novo-coronavirus-e-suas-repercussoes-nas-financas-publicas-do-estado-do-amapa-e-da-outras-providencias"
"Distrito Federal";"Lei Ordinária Nº 6521 de 19 de março de 2020";"Dispõe sobre a redução de alíquota do ICMS nas operações que especifica, e dá outras providências.";"http://leisestaduais.com.br/df/lei-ordinaria-n-6521-2020-distrito-federal-dispoe-sobre-a-reducao-de-aliquota-do-icms-nas-operacoes-que-especifica-e-da-outras-providencias"
"Mato Grosso do Sul";"Decreto Nº 15395 de 19 de março de 2020";"Institui o Regime Excepcional de Teletrabalho no âmbito da Administração Pública do Estado de Mato Grosso do Sul, para a prevenção da transmissão e da proliferação da COVID-19 no território sul-mato-grossense.";"http://leisestaduais.com.br/ms/decreto-n-15395-2020-mato-grosso-do-sul-institui-o-regime-excepcional-de-teletrabalho-no-ambito-da-administracao-publica-do-estado-de-mato-grosso-do-sul-para-a-prevencao-da-transmissao-e-da-proliferacao-da-covid-19-no-territorio-sul-mato-grossense"
"Pernambuco";"Decreto Nº 48831 de 19 de março de 2020";"Determina a requisição administrativa de bens imóveis, benfeitorias e equipamentos que especifica.";"http://leisestaduais.com.br/pe/decreto-n-48831-2020-pernambuco-determina-a-requisicao-administrativa-de-bens-imoveis-benfeitorias-e-equipamentos-que-especifica"
"Bahia";"Decreto Nº 19550 de 19 de março de 2020";"Dispõe sobre as medidas temporárias complementares para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus, e dá outras providências.";"http://leisestaduais.com.br/ba/decreto-n-19550-2020-bahia-dispoe-sobre-as-medidas-temporarias-complementares-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-coronavirus-e-da-outras-providencias"
"Santa Catarina";"Decreto Nº 521 de 19 de março de 2020";"Acresce os arts. 3º-A e 3º-B ao Decreto nº 515, de 2020, que declara situação de emergência em todo território catarinense, nos termos do COBRADE nº 1.5.1.1.0 - doenças infecciosas virais, para fins de prevenção e enfrentamento da COVID-19, e estabelece outras providências.";"http://leisestaduais.com.br/sc/decreto-n-521-2020-santa-catarina-acresce-os-arts-3o-a-e-3o-b-ao-decreto-no-515-de-2020-que-declara-situacao-de-emergencia-em-todo-territorio-catarinense-nos-termos-do-cobrade-no-1-5-1-1-0-doencas-infecciosas-virais-para-fins-de-prevencao-e-enfrentamento-da-covid-19-e-estabelece-outras-providencias"
"Piauí";"Decreto Nº 18895 de 19 de março de 2020";"Declara estado de calamidade pública, para os fins do art. 65 da Lei Complementar nº 101, de 4 de maio de 2000, em razão da grave crise de saúde pública decorrente da pandemia da Covid 19, e suas repercussões nas finanças públicas, e dá outras providências.";"http://leisestaduais.com.br/pi/decreto-n-18895-2020-piaui-declara-estado-de-calamidade-publica-para-os-fins-do-art-65-da-lei-complementar-no-101-de-4-de-maio-de-2000-em-razao-da-grave-crise-de-saude-publica-decorrente-da-pandemia-da-covid-19-e-suas-repercussoes-nas-financas-publicas-e-da-outras-providencias"
"Paraná";"Decreto Nº 4301 de 19 de março de 2020";"Altera dispositivo do Decreto nº 4.230, de 16 de março de 2020, que dispõe sobre as medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do Coronavírus - COVID-19.";"http://leisestaduais.com.br/pr/decreto-n-4301-2020-parana-altera-dispositivo-do-decreto-no-4-230-de-16-de-marco-de-2020-que-dispoe-sobre-as-medidas-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-coronavirus-covid-19"
"Mato Grosso";"Decreto Nº 414 de 19 de março de 2020";"Dispõe sobre medidas de fiscalização sanitária e consumerista relacionadas ao combate à pandemia do coronavírus (2019-nCoV) a serem adotadas no âmbito do Estado de Mato Grosso, e dá outras providências.";"http://leisestaduais.com.br/mt/decreto-n-414-2020-mato-grosso-dispoe-sobre-medidas-de-fiscalizacao-sanitaria-e-consumerista-relacionadas-ao-combate-a-pandemia-do-coronavirus-2019-ncov-a-serem-adotadas-no-ambito-do-estado-de-mato-grosso-e-da-outras-providencias"
"Paraná";"Decreto Nº 4262 de 18 de março de 2020";"Determina à Secretaria de Estado da Justiça, Família e Trabalho - SEJUF, por meio do PROCON/PR, para que execute fiscalização de práticas abusivas quanto aos preços de produtos sanitários e de profilaxia, como medida para enfrentamento da emergência de saúde pública de importância internacional decorrente do Coronavírus - COVID-19.";"http://leisestaduais.com.br/pr/decreto-n-4262-2020-parana-determina-a-secretaria-de-estado-da-justica-familia-e-trabalho-sejuf-por-meio-do-procon-pr-para-que-execute-fiscalizacao-de-praticas-abusivas-quanto-aos-precos-de-produtos-sanitarios-e-de-profilaxia-como-medida-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-coronavirus-covid-19"
"Paraná";"Decreto Nº 4263 de 18 de março de 2020";"Regulamenta o art. 12 do Decreto nº 4.230, de 16 de março de 2020, instituindo um plano de monitoramento de fronteiras e divisas, como medida para enfrentamento da emergência de saúde pública de importância internacional decorrente do Coronavírus - COVID-19.";"http://leisestaduais.com.br/pr/decreto-n-4263-2020-parana-regulamenta-o-art-12-do-decreto-no-4-230-de-16-de-marco-de-2020-instituindo-um-plano-de-monitoramento-de-fronteiras-e-divisas-como-medida-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-coronavirus-covid-19"
"Paraná";"Decreto Nº 4259 de 18 de março de 2020";"Institui o Comitê de Gestão de Crise para o COVID-19 no Estado do Paraná.";"http://leisestaduais.com.br/pr/decreto-n-4259-2020-parana-institui-o-comite-de-gestao-de-crise-para-o-covid-19-no-estado-do-parana"
"Paraná";"Decreto Nº 4261 de 18 de março de 2020";"Estabelece critérios para a habilitação de laboratórios interessados no Sistema Nacional de Laboratórios de Saúde Pública - SISLAB, como medida para enfrentamento da emergência de saúde pública de importância internacional decorrente do Coronavírus - COVID-19.";"http://leisestaduais.com.br/pr/decreto-n-4261-2020-parana-estabelece-criterios-para-a-habilitacao-de-laboratorios-interessados-no-sistema-nacional-de-laboratorios-de-saude-publica-sislab-como-medida-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-coronavirus-covid-19"
"São Paulo";"Decreto Nº 64865 de 18 de março de 2020";"Acrescenta dispositivo ao Decreto nº 64.862, de 13 de março de 2020, que dispõe sobre a adoção, no âmbito da Administração Pública direta e indireta, de medidas temporárias e emergenciais de prevenção de contágio pelo COVID-19 (Novo Coronavírus), bem como sobre recomendações no setor privado estadual.";"http://leisestaduais.com.br/sp/decreto-n-64865-2020-sao-paulo-acrescenta-dispositivo-ao-decreto-no-64-862-de-13-de-marco-de-2020-que-dispoe-sobre-a-adocao-no-ambito-da-administracao-publica-direta-e-indireta-de-medidas-temporarias-e-emergenciais-de-prevencao-de-contagio-pelo-covid-19-novo-coronavirus-bem-como-sobre-recomendacoes-no-setor-privado-estadual"
"Alagoas";"Decreto Nº 69530 de 18 de março de 2020";"DISPÕE SOBRE AS MEDIDAS PARA ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO COVID - 19 (CORONAVÍRUS), E DÁ OUTRAS PROVIDÊNCIAS.";"http://leisestaduais.com.br/al/decreto-n-69530-2020-alagoas-dispoe-sobre-as-medidas-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-covid-19-coronavirus-e-da-outras-providencias"
"Bahia";"Decreto Nº 19549 de 18 de março de 2020";"Declara Situação de Emergência em todo o território baiano, afetado por Doença Infecciosa Viral - COBRADE 1.5.1.1.0, conforme a Instrução Normativa do Ministério da Integração Nacional nº 02, de 20 de dezembro de 2016, para fins de prevenção e enfrentamento à COVID-19, e dá outras providências.";"http://leisestaduais.com.br/ba/decreto-n-19549-2020-bahia-declara-situacao-de-emergencia-em-todo-o-territorio-baiano-afetado-por-doenca-infecciosa-viral-cobrade-1-5-1-1-0-conforme-a-instrucao-normativa-do-ministerio-da-integracao-nacional-no-02-de-20-de-dezembro-de-2016-para-fins-de-prevencao-e-enfrentamento-a-covid-19-e-da-outras-providencias"
"Mato Grosso";"Decreto Nº 413 de 18 de março de 2020";"Dispõe sobre as novas medidas para enfrentamento da emergência de saúde";"http://leisestaduais.com.br/mt/decreto-n-413-2020-mato-grosso-dispoe-sobre-as-novas-medidas-para-enfrentamento-da-emergencia-de-saude"
"Santa Catarina";"Portaria da Secretaria Estadual da Saúde Nº 180 de 18 de março de 2020";"Processo SES 00034291/2020";"http://leisestaduais.com.br/sc/portaria-da-secretaria-estadual-da-saude-n-180-2020-santa-catarina-processo-ses-00034291-2020"
"Bahia";"Decreto Nº 19533 de 18 de março de 2020";"Determina a requisição administrativa de bens, em razão da necessidade de enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus.";"http://leisestaduais.com.br/ba/decreto-n-19533-2020-bahia-determina-a-requisicao-administrativa-de-bens-em-razao-da-necessidade-de-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-coronavirus"
"Paraná";"Decreto Nº 4260 de 18 de março de 2020";"Suspende os deslocamentos e viagens a trabalho de servidores estaduais civis e militares da Administração Direta, Autárquica e Fundacional e aqueles contratados em caráter temporário, como medida para enfrentamento da emergência de saúde pública de importância internacional decorrente do Coronavírus - COVID-19.";"http://leisestaduais.com.br/pr/decreto-n-4260-2020-parana-suspende-os-deslocamentos-e-viagens-a-trabalho-de-servidores-estaduais-civis-e-militares-da-administracao-direta-autarquica-e-fundacional-e-aqueles-contratados-em-carater-temporario-como-medida-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-coronavirus-covid-19"
"Amazonas";"Decreto Nº 42085 de 18 de março de 2020";"DISPÕE sobre o funcionamento dos órgãos e entidades da Administração Direta e Indireta do Poder Executivo no período de enfrentamento da emergência de saúde pública de importância internacional, decorrente do novo coronavírus.";"http://leisestaduais.com.br/am/decreto-n-42085-2020-amazonas-dispoe-sobre-o-funcionamento-dos-orgaos-e-entidades-da-administracao-direta-e-indireta-do-poder-executivo-no-periodo-de-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-novo-coronavirus"
